Sample	File1	File2
CGnoNa_58017	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110493_wildebeest_black_201258017/run002/110493_S8_L002_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110493_wildebeest_black_201258017/run002/110493_S8_L002_R2_001.fastq.gz
CGnoNa_58017	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110493_wildebeest_black_201258017/run003/LIB110493_S5_L001_R1_001.fastq.gz	/home/users/xiaodong/Documents/Project/African1kg/Wildebeest/sid.erda.dk/share_redirect/A2ZSqwRq3X/LIB110493_wildebeest_black_201258017/run003/LIB110493_S5_L001_R2_001.fastq.gz
ABusKeW__626	/jbod1/seqAfrica/raw/disk4/210127_SEQ041_FP200000267BR_L01_SP2101080369/FP200000267BR_L01_527_1.fq.gz	/jbod1/seqAfrica/raw/disk4/210127_SEQ041_FP200000267BR_L01_SP2101080369/FP200000267BR_L01_527_2.fq.gz
ABusZmW_4583	/jbod1/seqAfrica/raw/disk1/210220_SEQ013_FP100002004BL_L01_SP2101080402/FP100002004BL_L01_561_1.fq.gz	/jbod1/seqAfrica/raw/disk1/210220_SEQ013_FP100002004BL_L01_SP2101080402/FP100002004BL_L01_561_2.fq.gz
DLunKeW__791	/jbod1/seqAfrica/raw/disk2/210126_SEQ023_FP100002214TR_L01_SP2101080339/FP100002214TR_L01_593_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210126_SEQ023_FP100002214TR_L01_SP2101080339/FP100002214TR_L01_593_2.fq.gz
DLunBwN_2239	/jbod1/seqAfrica/raw/disk2/210126_SEQ023_FP100002214TR_L01_SP2101080321/FP100002214TR_L01_575_1.fq.gz	/jbod1/seqAfrica/raw/disk2/210126_SEQ023_FP100002214TR_L01_SP2101080321/FP100002214TR_L01_575_2.fq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503135_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503135_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503136_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503136_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503137_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503137_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503138_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503138_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503139_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503139_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503140_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503140_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503151_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503151_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503152_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503152_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503153_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503153_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503154_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503154_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503159_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503159_2.fastq.gz
OGazCaPR4864	/home/users/long/Wildebeest/gemsbok/SRR7503160_1.fastq.gz	/home/users/long/Wildebeest/gemsbok/SRR7503160_2.fastq.gz
